"site_code";"site_name";"management_type";"species_composition";"site_category";"elevation";"x";"y";"species";"year";"sample_depth";"cambial_age";"max_cambial_age";"cambial_age_range";"cum_DBH";"cum_BA";"cv_TRW";"mid_TRW";"std_chron";"res_chron";"last1";"last3";"last5";"sd_RWI";"cv_RWI";"last1_RWI";"last3_RWI";"last5_RWI"
"P800044PCAB.30";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1989;7;73;106;51;40.2;1282.7;0.31932190308797;2.16142857142857;0.886241848183598;0.958794469485191;2.11357142857143;2.16738095238095;1.89128571428571;0.159382002372164;0.179693775568139;0.894887338394737;0.927866186168878;0.816151938329313
"P800044PCAB.31";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1990;7;74;107;51;40.6;1307;0.250493099885937;1.90857142857143;0.802270758532076;1.02677330803651;2.16142857142857;2.30333333333333;2.06742857142857;0.231962294103886;0.286368850018273;0.886964514314675;0.967429953244863;0.883315279352023
"P800044PCAB.32";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1991;7;75;108;51;40.9;1326.1;0.203590446221028;1.49142857142857;0.639026579175094;0.893140845741375;1.90857142857143;2.06119047619048;2.11442857142857;0.158325069427307;0.249132846291959;0.810012311356787;0.863954721355399;0.896115076835619
"P800044PCAB.33";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1992;7;76;109;51;41.1;1342.2;0.223414989380938;1.25857142857143;0.459291747625426;0.83429308789824;1.49142857142857;1.85380952380952;2.062;0.143114364446591;0.268337624710462;0.635504598385094;0.777493808018852;0.869561353895294
"P800044PCAB.34";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1993;7;77;110;51;41.3;1353.9;0.280785965011546;0.902142857142857;0.324362341876708;0.754102869388094;1.25857142857143;1.55285714285714;1.78671428571429;0.163835635548955;0.416886128571154;0.533336928062222;0.659617945934701;0.752141138102703
"P800044PCAB.35";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1994;7;78;111;51;41.5;1367.4;0.333613420862021;1.04071428571429;0.431303717838108;0.809362388681806;0.902142857142857;1.21738095238095;1.54442857142857;0.195746130580918;0.434714556455684;0.392998529623641;0.520613352023652;0.651763376348484
"P800044PCAB.36";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1995;7;79;112;51;41.8;1387.1;0.295625910792746;1.52;0.651087715275471;1.08419042913201;1.04071428571429;1.06714285714286;1.32028571428571;0.238816215245607;0.365612113516803;0.450286579259909;0.458874012315257;0.564427789337531
"P800044PCAB.37";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1996;7;80;113;51;42.2;1414.5;0.405452317094789;2.08785714285714;0.875546478807074;1.16748485263707;1.52;1.15428571428571;1.24257142857143;0.368776425117145;0.418423047802015;0.653195576449714;0.498826895111088;0.533064442356116
"P800044PCAB.38";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1997;7;81;114;51;42.9;1455;0.370223314428272;3.03285714285714;1.28019648262709;1.38218841410726;2.08785714285714;1.54952380952381;1.36185714285714;0.456570439421417;0.356994572172848;0.881348259983133;0.661610138564252;0.582233174675724
"P800044PCAB.39";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1998;7;82;115;51;43.3;1486.7;0.360791933397187;2.33642857142857;0.966986546722189;0.966348182411496;3.03285714285714;2.21357142857143;1.71671428571429;0.337549904328206;0.344405860229319;1.27892823871943;0.937824025050759;0.731351436807165
"P800044PCAB.40";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";1999;7;83;116;51;43.9;1524.9;0.37478581530075;2.76571428571429;0.965254396464406;1.185574124415;2.33642857142857;2.48571428571429;2.00357142857143;0.639235390433999;0.527869239953015;0.980093381986741;1.04678996022977;0.848770407279785
"P800044PCAB.41";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2000;7;84;117;51;44.2;1547.5;0.314629489997888;1.625;0.710495986203768;0.776568190916309;2.76571428571429;2.71166666666667;2.34857142857143;0.30848709057215;0.432080722482427;1.21097298734606;1.15666486935075;1.00090768889702
"P800044PCAB.42";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2001;7;85;118;51;44.5;1570.1;0.192550506531042;1.62357142857143;0.714152022327788;0.953131671586697;1.625;2.24238095238095;2.36957142857143;0.223034329575967;0.316180848016171;0.7139570791305;0.968341149487769;1.01305998943317
"P800044PCAB.43";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2002;7;86;119;51;44.8;1588.8;0.33200845506701;1.33285714285714;0.521458679323851;0.758954954300693;1.62357142857143;2.0047619047619;2.27671428571429;0.262855874107623;0.454330043831728;0.705401136644936;0.876777067707167;0.977870564765534
"P800044PCAB.44";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2003;7;87;120;51;45;1600.5;0.203139620180521;0.823571428571429;0.343630172249327;0.731670431633642;1.33285714285714;1.52714285714286;1.93671428571429;0.0457242586707876;0.13327121657896;0.578557103313594;0.665971773029676;0.837796337684367
"P800044PCAB.45";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2004;7;88;121;51;45.1;1611.1;0.293122874850876;0.752142857142857;0.319834808414953;0.688632002943332;0.823571428571429;1.26;1.63414285714286;0.117649562705072;0.363446632760299;0.343091778138733;0.542350006032421;0.710396016914765
"P800044PCAB.46";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2005;7;89;122;51;45.3;1627.5;0.289561839041862;1.16214285714286;0.453103115286087;1.02410624325876;0.752142857142857;0.96952380952381;1.23142857142857;0.163919912377299;0.333584447636647;0.323705193831482;0.415118025094603;0.532942458211849
"P800044PCAB.47";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2006;7;90;123;51;45.6;1647.2;0.331585634663102;1.37928571428571;0.569100725298935;0.982230971754449;1.16214285714286;0.912619047619048;1.13885714285714;0.189555527559884;0.329261256433998;0.491389552296653;0.386062174755623;0.48842895284508
"P800044PCAB.48";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2007;7;91;124;51;45.9;1665.4;0.41118834337241;1.26857142857143;0.466971466524636;0.930708307615298;1.37928571428571;1.09785714285714;1.09;0.326028915982354;0.576566406332969;0.575699460096911;0.463598068741682;0.462488617535475
"P800044PCAB.49";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2008;7;92;125;51;46.1;1683.3;0.528703671893947;1.25428571428571;0.548294924988866;0.929451833852319;1.26857142857143;1.27;1.07714285714286;0.312004782030637;0.565573991736081;0.565466375427484;0.544185129273683;0.459870471958253
"P800044PCAB.50";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2009;7;93;126;51;46.5;1710.4;0.743495898808905;1.86285714285714;0.565412576971442;1.16098040498815;1.25428571428571;1.30071428571429;1.16328571428571;0.759564608267544;0.885128554365545;0.551660413296074;0.56427541627349;0.501584198989721
"P800044PCAB.51";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2010;7;94;127;51;46.9;1738.4;0.556639824396858;1.91142857142857;0.809439142099802;1.04826281465666;1.86285714285714;1.46190476190476;1.38542857142857;0.375515367628876;0.474681033702001;0.85814044131928;0.658422410014279;0.608471248487281
"P800044PCAB.52";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2011;7;95;128;51;47.3;1772.1;0.516587054703664;2.26285714285714;0.935622231409743;1.0897732904915;1.91142857142857;1.67619047619048;1.53528571428571;0.435525212480151;0.473451578144255;0.791089891880155;0.733630248831836;0.668411316403981
"P800044PCAB.53";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2012;7;96;129;51;47.6;1789.2;0.466835121037677;1.14428571428571;0.465066742291759;0.690170852098416;2.26285714285714;2.01238095238095;1.712;0.198661697879728;0.422306129034191;0.91989388690442;0.856374740034618;0.737250201765483
"P800044PCAB.54";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2013;7;97;130;51;47.8;1804.5;0.422846159389699;1.01928571428571;0.422189702723966;0.887534377991348;1.14428571428571;1.77285714285714;1.68714285714286;0.183092376792815;0.430290850004263;0.470421062403392;0.727134947062656;0.718241139160664
"P800044PCAB.55";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2014;7;98;131;51;48.1;1828.5;0.498439138058345;1.59142857142857;0.689644688003388;1.23269287017165;1.01928571428571;1.47547619047619;1.64014285714286;0.43619813079216;0.619788839335264;0.425508413183783;0.605274454163865;0.693010739138206
"P800044PCAB.56";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2015;7;99;132;51;48.3;1845.2;0.394778714742382;1.09857142857143;0.492108760807543;0.907484668600905;1.59142857142857;1.25166666666667;1.58585714285714;0.235597552817763;0.482509020141005;0.703785068572695;0.533238181386623;0.662139664588889
"P800044PCAB.57";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2016;7;100;133;51;48.6;1867.7;0.37727609204632;1.47642857142857;0.644004556157213;0.908634369618199;1.09857142857143;1.23642857142857;1.42328571428571;0.298262167939308;0.463675521176247;0.48827595543999;0.539189812398823;0.601576877300856
"P800044PCAB.58";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2017;7;101;134;51;48.7;1876.4;0.527680611614398;0.562142857142857;0.230609791239151;0.652332508689937;1.47642857142857;1.38880952380952;1.266;0.0934690825647868;0.407660500854092;0.643256230526641;0.611772418179775;0.5462493460253
"P800044PCAB.59";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2018;7;102;135;51;48.9;1888.4;0.424452196569477;0.77;0.305262532060185;0.853989361507213;0.562142857142857;1.04571428571429;1.14957142857143;0.119112829720779;0.375154188671891;0.229281675239468;0.453604620402033;0.498021468592515
"P800044PCAB.60";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2019;7;103;136;51;49;1897.4;0.390622547869747;0.579285714285714;0.230157113149183;0.846229628704201;0.77;0.936190476190476;1.09971428571429;0.0892015729804254;0.36833261263606;0.317503664673073;0.396680523479727;0.476420518890373
"P800044PCAB.61";"P800044PCAB";"BU_052C_PCAB";"Managed";"Monoculture";"moderate";455;17.176;49.103;"PCAB";2020;7;104;137;51;49.1;1906.8;0.368978567899017;0.608571428571429;0.21137595256653;0.867085949127131;0.579285714285714;0.637142857142857;0.897285714285714;0.136588614411159;0.519421572011303;0.24217669009006;0.2629873433342;0.384098843193846
"P800046ABAL.1";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1960;7;53;64;33;24.9;498.4;0.288439254185062;1.09285714285714;0.452320082415597;0.813439971960515;1.36142857142857;1.44047619047619;1.56357142857143;0.14377455235605;0.321090018006733;0.570063404428412;0.588288307841299;0.63942995556352
"P800046ABAL.2";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1961;7;54;65;33;25.1;508.3;0.164535729589987;1.26571428571429;0.492876443885409;0.997609124332028;1.09285714285714;1.27309523809524;1.37642857142857;0.0889184173469357;0.172665829540477;0.447770233558103;0.519991117040481;0.563756691190213
"P800046ABAL.3";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1962;7;55;66;33;25.3;516;0.261954617372472;0.996428571428571;0.402734422872836;0.803839288617643;1.26571428571429;1.24;1.336;0.0834954392200843;0.208168158032657;0.514974025744284;0.510935887910266;0.545521836565257
"P800046ABAL.4";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1963;7;56;67;33;25.6;525.4;0.150954207584736;1.18571428571429;0.488115064363324;0.998183575143738;0.996428571428571;1.11833333333333;1.21628571428571;0.0790792197389253;0.163725288516571;0.401096113878212;0.454613457726866;0.495208698148788
"P800046ABAL.5";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1964;7;57;68;33;25.9;537.3;0.141844556355368;1.49785714285714;0.606117850270522;1.06713805957425;1.18571428571429;1.14928571428571;1.18042857142857;0.117767146157617;0.191979502104425;0.482999422113839;0.466356520578778;0.48338063994457
"P800046ABAL.6";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1965;7;58;69;33;26.2;552;0.183628946241646;1.82571428571429;0.740740646796558;1.09604245638778;1.49785714285714;1.22666666666667;1.20771428571429;0.133133863600265;0.179534819934723;0.613436043258196;0.499177193083416;0.492055167710527
"P800046ABAL.7";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1966;7;59;70;33;26.6;564.9;0.274033576485924;1.6;0.652973393459702;0.922890768185966;1.82571428571429;1.50309523809524;1.35428571428571;0.216883716598149;0.329200171331317;0.741548985587703;0.612661483653246;0.550810918116447
"P800046ABAL.8";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1967;7;60;71;33;26.8;576.7;0.306821497237308;1.42571428571429;0.59159868045411;0.899296643256127;1.6;1.64119047619048;1.42114285714286;0.200497503596894;0.340409458981221;0.658820181414398;0.671268403420099;0.57958014925047
"P800046ABAL.9";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1968;7;61;72;33;27.1;587.9;0.313008481221873;1.32071428571429;0.524256053401797;0.888526470613208;1.42571428571429;1.61714285714286;1.507;0.167266170174589;0.312808479886128;0.588989225496095;0.663119464166065;0.617158771574046
"P800046ABAL.10";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1969;7;62;73;33;27.4;599.5;0.353836527813789;1.35428571428571;0.540558384709658;0.973352955751226;1.32071428571429;1.44880952380952;1.534;0.216028825031947;0.388394877250638;0.534723899542236;0.594177768817576;0.627503667059725
"P800046ABAL.11";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1970;7;63;74;33;27.7;614.8;0.316881416323972;1.78857142857143;0.735941640031681;1.09835996186087;1.35428571428571;1.36690476190476;1.50528571428571;0.194674721817365;0.270539075099232;0.556209254254762;0.559974126431031;0.616058309259039
"P800046ABAL.12";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1971;7;64;75;33;28;626.8;0.388243268812983;1.39642857142857;0.56479175580582;0.856901138989153;1.78857142857143;1.48785714285714;1.49785714285714;0.224205318802128;0.396132487310757;0.719580791595299;0.603504648464099;0.611664670460558
"P800046ABAL.13";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1972;7;65;76;33;28.3;639;0.501948260017292;1.42785714285714;0.570691949328768;0.912834244820897;1.39642857142857;1.51309523809524;1.45714285714286;0.27765817365395;0.481624205202466;0.565985689091548;0.613925244980536;0.593097771995988
"P800046ABAL.14";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1973;7;66;77;33;28.5;649.6;0.391037617406834;1.20928571428571;0.501806152867658;0.795529019434035;1.42785714285714;1.53761904761905;1.45757142857143;0.228026612210855;0.452670690719522;0.576503777540058;0.620690086075635;0.59060068240478
"P800046ABAL.15";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1974;7;67;78;33;28.7;658.2;0.484238250476263;0.970714285714286;0.400906837919361;0.813463517606205;1.20928571428571;1.34452380952381;1.43528571428571;0.202049735894769;0.502821440208379;0.503736196943534;0.54874188785838;0.58440314188504
"P800046ABAL.16";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1975;7;68;79;33;28.9;667;0.377063329109457;0.997142857142857;0.401813577556179;0.899529588970734;0.970714285714286;1.20261904761905;1.35857142857143;0.159420771776207;0.393032474374971;0.401831981967666;0.494023985483753;0.553527687427621
"P800046ABAL.17";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1976;7;69;80;33;29.1;674.8;0.342997606238466;0.877142857142857;0.362075619504906;0.859759817983104;0.997142857142857;1.05904761904762;1.20028571428571;0.129746768089204;0.361685313405403;0.405617301801153;0.437061826904118;0.490734989468792
"P800046ABAL.18";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1977;7;70;81;33;29.3;683.6;0.476601375188314;0.992857142857143;0.37228082459657;0.845096767455089;0.877142857142857;0.948333333333333;1.09642857142857;0.192101963527481;0.477481951263789;0.35872832896528;0.388725870911367;0.449283517443538
"P800046ABAL.19";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1978;7;71;82;33;29.6;695.5;0.387549020541602;1.32214285714286;0.52954850736287;1.0517048463748;0.992857142857143;0.955714285714286;1.00942857142857;0.220253844798163;0.40701008595762;0.402322984186165;0.388889538317533;0.41444735877276
"P800046ABAL.20";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1979;7;72;83;33;29.8;705.8;0.389912407012929;1.12714285714286;0.466434971005314;0.882377235231927;1.32214285714286;1.06404761904762;1.032;0.164997902570848;0.363150002745029;0.54115082745418;0.434067380201875;0.421930284874889
"P800046ABAL.21";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1980;7;73;84;33;30;716.1;0.364090277546322;1.12357142857143;0.464072304543852;0.898753717065112;1.12714285714286;1.14738095238095;1.06328571428571;0.20193794025652;0.430683103498554;0.454351924338811;0.465941911993052;0.432434273349118
"P800046ABAL.22";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1981;7;74;85;33;30.3;726.9;0.473036039356261;1.17285714285714;0.453644075707512;0.932387894438595;1.12357142857143;1.19095238095238;1.08857142857143;0.248254515370123;0.510860491151978;0.46887825089056;0.488127000894517;0.445086463166999
"P800046ABAL.23";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1982;7;75;86;33;30.5;739.8;0.353490634986583;1.38071428571429;0.563065789446963;1.02236075850244;1.17285714285714;1.14119047619048;1.14771428571429;0.209902116512557;0.370535410765507;0.485953640318348;0.469727938515906;0.470531525437613
"P800046ABAL.24";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1983;7;76;87;33;30.9;754.7;0.377440399104962;1.58071428571429;0.555636743204874;1.04818072883528;1.38071428571429;1.22571428571429;1.22528571428571;0.259972817934354;0.401356503798007;0.566483284496103;0.507105058568337;0.503363585499601
"P800046ABAL.25";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1984;7;77;88;33;31.2;769.7;0.31217401864096;1.54142857142857;0.619595501462635;0.976359323737293;1.58071428571429;1.37809523809524;1.277;0.195442174612663;0.312577918539574;0.647735405990063;0.566724110268171;0.524680501206777
"P800046ABAL.26";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1985;7;78;89;33;31.5;788.3;0.268848594004723;1.88571428571429;0.762692496586619;1.1126428550351;1.54142857142857;1.50095238095238;1.35985714285714;0.189429848136087;0.248486489359864;0.625259057088253;0.613159249191473;0.558861927756666
"P800046ABAL.27";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1986;7;79;90;33;31.9;804.6;0.311378394707335;1.64642857142857;0.662241727668037;0.928076729111491;1.88571428571429;1.66928571428571;1.51228571428571;0.220382868795786;0.328537106051666;0.762334598649952;0.678443020576089;0.617553197308544
"P800046ABAL.28";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1987;7;80;91;33;32.3;823.4;0.418646113049069;1.90785714285714;0.764540238094171;0.971045223905951;1.64642857142857;1.69119047619048;1.607;0.375359878955747;0.475796665575602;0.670800541967179;0.686131399235128;0.65452257763831
"P800046ABAL.29";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1988;7;81;92;33;32.6;843;0.242530075924363;1.92785714285714;0.796351914285894;1.00774947721695;1.90785714285714;1.81333333333333;1.71242857142857;0.228440791314803;0.287142559079997;0.788908174675101;0.740681105097411;0.69900755567411
"P800046ABAL.30";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1989;7;82;93;33;33.1;865.5;0.305612749022275;2.20642857142857;0.813114985886613;1.1110515280805;1.92785714285714;1.82738095238095;1.78185714285714;0.270119758516154;0.301789225053569;0.795565770698449;0.75175816244691;0.728573628615787
"P800046ABAL.31";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1990;7;83;94;33;33.4;881.8;0.442107287255626;1.57357142857143;0.639217822790078;0.722926761025432;2.20642857142857;2.01404761904762;1.91485714285714;0.305498854045386;0.4739497738406;0.895060976640922;0.826511640671491;0.782534012526321
"P800046ABAL.32";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1991;7;84;95;33;33.7;898.4;0.439665565533328;1.58285714285714;0.647522540189339;0.915386089965439;1.57357142857143;1.90261904761905;1.85242857142857;0.283889855206446;0.441953924232412;0.644580651594809;0.778402466311393;0.758983223115292
"P800046ABAL.33";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1992;7;85;96;33;34;914.4;0.375644216126365;1.51;0.644790056624978;0.929793623153671;1.58285714285714;1.78761904761905;1.83971428571429;0.26098505262049;0.417689822698532;0.642351701479984;0.727331109905238;0.753293455017853
"P800046ABAL.34";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1993;7;86;97;33;34.4;935.4;0.33195693866635;1.95428571428571;0.79343857874441;1.16784307445126;1.51;1.55547619047619;1.76014285714286;0.233965632743828;0.297497901803642;0.624829810155217;0.637254054410003;0.720477782113876
"P800046ABAL.35";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1994;7;87;98;33;35;966;0.324388991979516;2.79857142857143;1.19334323603049;1.37151825218048;1.95428571428571;1.68238095238095;1.76542857142857;0.445797716779257;0.380916677682418;0.786444648265968;0.684542053300389;0.71865355762738
"P800046ABAL.36";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1995;7;88;99;33;35.4;992.6;0.303796302077898;2.42;0.934130456862785;0.944298908352893;2.79857142857143;2.08761904761905;1.88385714285714;0.343524933080128;0.345794312438791;1.1703286910187;0.860534383146629;0.773707100502936
"P800046ABAL.37";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1996;7;89;100;33;35.9;1017.9;0.174363793979354;2.25214285714286;0.935057185234116;0.94346339128186;2.42;2.39095238095238;2.05314285714286;0.211675593122071;0.228115462304332;0.993437198713136;0.983403512665935;0.843478409926601
"P800046ABAL.38";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1997;7;90;101;33;36.7;1061.7;0.149758955347252;3.84928571428571;1.61735982175597;1.64457844589599;2.25214285714286;2.4902380952381;2.187;0.312828281262707;0.197912952519793;0.927931806918338;1.03056589888339;0.900594431014272
"P800046ABAL.39";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1998;7;91;102;33;37.5;1111.6;0.21074809571062;4.25714285714286;1.73431441454191;1.37561902389043;3.84928571428571;2.84047619047619;2.65485714285714;0.44095371244919;0.252667383057166;1.58063571524669;1.16733490695939;1.09175561203257
"P800046ABAL.40";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";1999;7;92;103;33;38.4;1166.2;0.192596423996372;4.57642857142857;1.91449869334342;1.44034011710454;4.25714285714286;3.45285714285714;3.11542857142857;0.449218988204402;0.238910832084367;1.74519444145834;1.41792065454112;1.28350557067104
"P800046ABAL.41";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";2000;7;93;104;33;39.3;1221.7;0.157268079468727;4.50785714285714;1.90269774518442;1.24013368363012;4.57642857142857;4.22761904761905;3.471;0.397906410233615;0.214224181609827;1.8802788650695;1.73536967392484;1.4254956054812
"P800046ABAL.42";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";2001;7;94;105;33;40.2;1274.7;0.179600224931507;4.20428571428571;1.7604852023203;1.02619129734751;4.50785714285714;4.44714285714286;3.88857142857143;0.387398096778234;0.224085209145219;1.85742994671971;1.82763441774918;1.59829415508251
"P800046ABAL.43";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";2002;7;95;106;33;41;1329.7;0.239170376523949;4.26214285714286;1.70976093021812;1.09296445601246;4.20428571428571;4.42952380952381;4.279;0.269552760862303;0.157585082541222;1.72879815787922;1.82216898988948;1.75846742527469
"P800046ABAL.44";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";2003;7;96;107;33;41.6;1369;0.309376975554601;3.00142857142857;1.16782350328559;0.771921448281155;4.26214285714286;4.32476190476191;4.36157142857143;0.474141552145065;0.379029798974822;1.71052206538516;1.7655833899947;1.78444469530239
"P800046ABAL.45";"P800046ABAL";"VS_924B_ABAL";"Managed";"Mixed";"moderate";430;17.976;49.388;"ABAL";2004;7;97;108;33;42.3;1413.7;0.196466161461276;3.36785714285714;1.38541886923191;1.0722720746407;3.00142857142857;3.82261904761905;4.11042857142857;0.317241045901998;0.23001945150347;1.25093476404097;1.56341832910178;1.68559275981891
